id	PD_meta_logFC	PD_meta_se	PD_meta_p	PD_I2	PD_tau2	PD_meta_FDR
FRMPD2P1	0.00628662995958249	0.0277036588141168	0.820482702353123	0	0	0.862673282933894
FXYD6-FXYD2	0.111635594894814	0.0422718503852397	0.00826868993060682	0	0	0.0151913140585567
GABARAPL3	0.0506351644899012	0.0374730744167202	0.176618159866693	0	0	0.238509993666133
GAGE12B	-0.0368529261947212	0.0379214454719277	0.331138699571638	68.822160606701	0.00198328447287632	0.411085042753933
GAGE12C	-0.0493742213098166	0.0431148910012295	0.252135461790594	70.6610288941147	0.00266002982022849	0.324511766712883
GAGE12F	-0.00806940524928038	0.04927297848184	0.869912695604796	76.8176990747835	0.00373991330828741	0.900481396641534
GAPDHP62	-0.168600626633796	0.0390630519045278	1.58799227887034e-05	0	0	4.55434089220571e-05
GAPDHP73	-0.0629557665703317	0.0649588445638845	0.332463423955774	0	0	0.411847064030745
GBAP1	0.245820082265528	0.0381381642733246	1.15209081501395e-10	0	0	5.39712624391979e-10
GCNT1P1	0.0337734111317743	0.0272723437258032	0.215576740645748	8.31132815437466	0.000123642595866493	0.283730266054506
GDF1	-0.0837611574871416	0.0238345097610323	0.000440946603250895	0	0	0.0010245524016712
GGT2	0.248756565565191	0.0354664800031481	2.31848204039239e-12	0	0	1.27921326546094e-11
GIMAP5	0.296100271915421	0.0204690836508085	1.99472441725439e-47	0	0	1.01965618740827e-45
GJA9-MYCBP	-0.136230869866584	0.0215894528737236	2.78916721051404e-10	6.30669048184226	5.9207941146608e-05	1.25584782691021e-09
GK-AS1	-0.0151787548683767	0.0312906517078188	0.627613125668062	0	0	0.699406260402824
GLULP4	0.138981422936042	0.0350811203370759	7.44131343657009e-05	0	0	0.000196251938585111
GMCL1P1	-0.288689597244161	0.0824384356305706	0.000461985788117483	66.360401330813	0.00901990499242743	0.00106772779221833
GMDS-AS1	0.00757044342536591	0.0218108074793564	0.728519219386502	0	0	0.786927534676034
GMPPB	0.227419199420766	0.0258222316495627	1.28415221475228e-18	0	0	1.12153595439169e-17
GNB1L	-0.22151847389594	0.0290633145850152	2.4991558515099e-14	0	0	1.61469623417257e-13
GOLGA2P3Y	0.0138785240697517	0.0412071196371324	0.736268291890609	0	0	0.794803907643403
GOLGA6B	0.00617374780014008	0.0326037318774859	0.84981295301202	49.0767459367495	0.00104654329000924	0.887064085101092
GOLGA6L11P	-0.0639706687399622	0.0365032176705996	0.0796936129825844	30.9851449094688	0.000825786560983109	0.119403016692872
GOLGA6L22	0.148262116974551	0.0921813950641848	0.107753392513731	52.6279240099661	0.00894548222837347	0.155415266546775
GOLGA6L5P	-0.563324625446703	0.0674553045088688	6.76417455680683e-17	0	0	5.24827472309387e-16
GOLGA8B	-0.165306229845186	0.0348715252176318	2.13258919673531e-06	0	0	6.67827031338012e-06
GOLGA8DP	-0.222491195062416	0.0365816073428783	1.18654941243896e-09	0	0	5.1814645196455e-09
GOLGA8M	0.0628249876291968	0.0414051111614844	0.129184787422593	49.5027920561682	0.00169762491444716	0.181794899993239
GOPC	-0.228572578303519	0.0756259769242218	0.00250772071306951	0	0	0.00523848389340722
GOT2P1	-0.0351936754581588	0.0264163877449735	0.182772543994484	0	0	0.245358923172637
GPATCH2L	-0.261030317374665	0.0543805362508713	1.58611102942584e-06	0	0	5.01211085298566e-06
GPR42	0.276927529703046	0.0281707782494759	8.33604019505293e-23	0	0	1.01314950062951e-21
GPR75-ASB3	0.449415935205936	0.0497292210312591	1.60646902428959e-19	34.9841258664148	0.00173390979104091	1.54256528409686e-18
GPR78	0.232648896591426	0.039772654873774	4.93145906654461e-09	0	0	2.05044876977381e-08
GPR89B	-0.139533642095962	0.0286772099059498	1.14073691557224e-06	0	0	3.69199396511089e-06
GPRASP2	-0.308755581305943	0.0510053658389112	1.41825310034423e-09	0	0	6.11643644763841e-09
GRIK1-AS2	0.0205146400461529	0.0172945204291653	0.235546067752202	0	0	0.306650985583017
GS1-103B18.1	0.0198530497547283	0.0210388469873631	0.345354806191018	0	0	0.42539096609496
GS1-18A18.2	0.0318370312152068	0.017647454012877	0.0712222094449915	0	0	0.107919965139839
GTF2H2B	-0.0797757465003706	0.0392862750764573	0.0422929097095178	0	0	0.067559813488182
GTF2IP1	-0.364168954737806	0.0303402081200221	3.43270575752686e-33	0	0	7.74810728127491e-32
GUSBP4	-0.119208767719331	0.035934077622731	0.000908498531835585	62.6212055384363	0.00161720568118217	0.00202172912718341
GUSBP9	0.133494488377503	0.0799057820163803	0.0947910933153052	34.3802631755818	0.0043966555955979	0.139261978175825
H1FX-AS1	0.0549646714876402	0.0247771583284414	0.0265302561960648	0	0	0.0442086148310265
H2AFB2	0.0378074276584203	0.0246291663042186	0.124767299188402	0	0	0.176872402927768
H2AFY	-0.0109174463792944	0.0215031332743838	0.611653779680863	0	0	0.68539927084806
H3F3AP4	-0.101206413301716	0.022718664189749	8.39833571090745e-06	0	0	2.46559247729006e-05
H3F3B	-0.471093844588522	0.0308111027427098	8.95025501428224e-53	0	0	5.36398041890432e-51
HADHAP1	-0.0230131368753658	0.0278014376681372	0.407801973360798	0	0	0.489137218565264
hADV36S1	0.0295435495214532	0.0142333711991831	0.037925991473442	0	0	0.0612596405026414
HAS3	0.0958898207962607	0.0314338694399122	0.00228441268686363	0	0	0.00479505948039733
HBA2	0.936002958896895	0.110111910073952	1.88825034914248e-17	0	0	1.51234060221642e-16
HBG2	0.687708011662362	0.0835405016420069	1.84065374473525e-16	0	0	1.40309482822362e-15
HEATR5B	-0.0903987607416457	0.0350646634156239	0.00993571168774679	19.9348200580218	0.000490285208830202	0.0179877780346916
HEPN1	0.19719682353783	0.0258977611705329	2.64847068395783e-14	0	0	1.69853950137222e-13
HERC2P10	-0.015403496129637	0.025656049358348	0.548249969540442	0	0	0.625645730178128
HERC2P5	-0.0152299751463722	0.0246617419706411	0.536868900513362	0	0	0.615486905733657
HERC2P9	0.0331508341162701	0.0441056375056875	0.452277500383767	0	0	0.533644464132375
HIST1H2AH	-0.038450123800171	0.0217400681539862	0.0769557403048993	0	0	0.115599893387999
HIST1H2APS4	-0.109754904272358	0.0246602212062632	8.55963718272887e-06	0	0	2.5087098522062e-05
HIST1H2BE	-0.0228542133986791	0.0406538518521733	0.574002922170274	0	0	0.650761303804263
HIST1H2BJ	0.000921037810629233	0.0825866425542391	0.991101870798868	0	0	0.992243693230664
HIST1H3A	0.153638231514597	0.0565170089361088	0.00655900813583369	0	0	0.0124178171460555
HIST1H3B	0.0827672948600946	0.0264122415736119	0.00172633865303445	0	0	0.00370416861601712
HIST1H3D	-0.0103126914819475	0.0404399715470893	0.798713573890733	0	0	0.843868809375133
HIST1H4B	-0.11251346599498	0.0246391734997373	4.9606172085331e-06	0	0	1.4890419185545e-05
HIST1H4G	0.00855314866331439	0.0167438679704354	0.609475178281293	0	0	0.683398619259928
HIST1H4PS1	-0.0582690726324725	0.0245277283729454	0.017518506564518	55.0894487288771	0.000662868474599789	0.0302956859792362
HIST2H2AA4	-0.119945454355177	0.0579474769626977	0.0384617555490921	0	0	0.0620097691505771
HLA-DPA2	0.0154262247625785	0.0174373228884862	0.376336239349286	0	0	0.457713354785905
HLA-DQA2	0.665847870023866	0.0915296553606708	3.47273027358724e-13	0	0	1.97888695589987e-12
HLA-DRB1	0.20249542298346	0.0513471130986487	8.02482762717517e-05	0	0	0.000211000762723607
HLA-DRB3	-0.0114277663496444	0.0928265595363807	0.902020942924809	0	0	0.92873957275078
HLA-DRB4	0.235247661050711	0.0551583993759761	1.9994947929688e-05	0	0	5.6231746766663e-05
HMGA1P4	0.169747521365405	0.0328513817669294	2.37709693684581e-07	0	0	8.38011049946861e-07
HMGB1P12	0.0785678932459919	0.0453188683306286	0.0829769235306416	39.8455347269181	0.00163798715771538	0.123576600767999
HMGB1P17	0.0136513928094092	0.0129785415563909	0.292871420009812	0	0	0.370458899546618
HMGB1P4	-0.0431696145300422	0.0368941131172148	0.241962770471754	0	0	0.313361620774894
HMGB3P19	-0.0192258604487762	0.0206246705570748	0.351244635773655	0	0	0.43203338780935
HMGB3P30	0.034975411014553	0.0382047276843954	0.359943173432954	0	0	0.440860631026409
HMGN2P9	0.141979028449421	0.031930269479094	8.72668657445578e-06	0	0	2.5490724817486e-05
HNRNPA1L2	-0.175429803413633	0.0255417378523731	6.49450048463846e-12	0	0	3.43083338671782e-11
HNRNPA1P10	-0.190611081275959	0.0269876088368715	1.63050077448131e-12	0	0	9.11193037314636e-12
HNRNPA1P3	-0.105540638424688	0.025443534446192	3.35343039426672e-05	0	0	9.14954792030699e-05
HNRNPA1P31	0.000386665871823342	0.0283310636456521	0.989110710577715	0	0	0.99082098846344
HNRNPA1P37	-0.279195072623311	0.036402161512253	1.72346875946415e-14	0	0	1.13033535998064e-13
HNRNPA3P1	-0.18526762607722	0.0289156810504265	1.48247447994845e-10	0	0	6.83432532135387e-10
HNRNPCL2	-0.00255044754584783	0.0351379883793743	0.942137345052586	0	0	0.957004503624427
HNRNPUL2-BSCL2	0.0583765747375462	0.0256421187772421	0.022810758941251	0	0	0.0384530543548926
HOXA9	0.137304593978757	0.0217375631049124	2.67611040290889e-10	7.92313680875352	7.49160375587058e-05	1.21438116977954e-09
HOXD4	0.0643578477310145	0.0178910850604959	0.000321658629571315	0	0	0.000763719533053203
HPR	-0.0598477201730546	0.0367552188407535	0.103465917858976	0	0	0.149728364062365
hsa-let-7b	-0.00912658127483756	0.0357865244698011	0.798701138422069	0	0	0.843868809375133
HSD3BP1	-0.00498788020899052	0.0156744574276349	0.750320271107428	0	0	0.805968251659277
HSFX2	-0.0682638936453344	0.0279774815757038	0.014688949734918	0	0	0.0258394682583881
HSFY2	0.0925057006820101	0.0263553057583157	0.000448197664099447	52.0189280244779	0.000723810840900007	0.00103862338693979
HSPA1B	-0.518510313033895	0.064800615608871	1.22786509335429e-15	0	0	8.63979567712453e-15
HSPB2	-0.3727481132584	0.0456041175925303	2.9941371388676e-16	0	0	2.22385057579141e-15
HTR7P1	0.0371672362564886	0.0263410793721446	0.158244913320051	0	0	0.216048436253141
HYDIN2	0.00658908164168645	0.0138911948683099	0.635260948198394	0	0	0.706387413927581
HYI-AS1	0.0117489107163367	0.018309083365476	0.521068985199759	0	0	0.600542371536593
ID2B	0.0894428934868825	0.0810095028317885	0.269548147480477	0	0	0.343708496200345
IDI2	-0.113288098307464	0.0295433292108106	0.000125747183632981	0	0	0.000320923061900323
IFITM2	0.283160360292473	0.0466070136161217	1.23611086079099e-09	0	0	5.38436259662844e-09
IFNA13	0.252373620198075	0.0588056089471083	1.77343156645486e-05	30.7592346355516	0.00213112779825352	5.036313827612e-05
IFNA6	-0.0190930696584982	0.0127571079648392	0.13448141362272	0	0	0.188187356583162
IFNL3	-0.030446904480719	0.0154848502918142	0.0492710994244367	0	0	0.0777776301541062
Ig alpha 1-[alpha]2m	0.985469903937468	0.0928669003456273	2.63096484917306e-26	0	0	3.87509907445999e-25
IGHA1	1.6162930748272	0.0891866674082901	2.11419213272306e-73	0	0	3.34042356970244e-71
IGHA2	1.70809144801741	0.0928592780455876	1.45642807399042e-75	0	0	3.16408999074418e-73
IGHD	1.52729817766088	0.0871942067305685	1.0807137125207e-68	18.2574036772537	0.00280243546785806	1.17392527022561e-66
IGHD3-16	0.368658967463596	0.0447969349822561	1.87905749230327e-16	0	0	1.41991387896656e-15
IGHE	0.526877949239884	0.0695513345360583	3.58071589530492e-14	0	0	2.26301244583271e-13
IGHG1	1.44362785525103	0.0791506580456042	2.53103792077658e-74	0	0	4.39894390630969e-72
IGHG2	0.694670075697074	0.0671484809547901	4.39612970818475e-25	0	0	5.8772872560193e-24
IGHM	1.67847960915597	0.0987934709374009	9.77505361504537e-65	0	0	8.09002056330897e-63
IGHV3-73	1.45524587783979	0.11112564250783	3.49364935057456e-39	0	0	1.16768510986511e-37
IGHV4-31	1.85826697438673	0.131618786781966	2.91919065750859e-45	1.99361370605957	0.000697176978014375	1.40932037854165e-43
IGHV7-81	0.00522462263595265	0.0145265491458522	0.719101203924986	0	0	0.780635785397642
IGKC	1.59980706198861	0.0904041547679359	4.48831540253931e-70	0	0	5.57192297829522e-68
IGKV1-17	2.49804022145063	0.135084007489496	2.37319528085849e-76	0	0	6.87435566355343e-74
IGKV1-37	2.15618410742228	0.116657494038129	2.82835287126277e-76	0	0	7.02239612893527e-74
IGKV1-5	1.35345964994852	0.079130746424521	1.38338428739076e-65	0	0	1.33573438415841e-63
IGKV1OR2-108	2.0305232846769	0.113133646403603	4.97451924076675e-72	0	0	6.65054956957893e-70
IGKV2-28	2.41935111591474	0.142496229295431	1.18774974227203e-64	0	0	9.38322296394903e-63
IGLC1	1.59605621568558	0.082565085678648	2.95306083131113e-83	0	0	2.56620986240937e-80
IGLJ3	2.04143006515806	0.109757442782376	3.24511033892314e-77	0	0	1.12800035380968e-74
IGLV2-5	1.51973975020732	0.0942358173822448	1.64871350031391e-58	0	0	1.14618562541823e-56
IGLV3-10	2.33991614986807	0.12944529604176	4.88216399475714e-73	0	0	7.07100085240659e-71
IGLV3-19	2.23187561021259	0.11996205577131	2.93532223905098e-77	0	0	1.12800035380968e-74
IGLV3-25	2.09074257139148	0.12593708740327	6.79887314926012e-62	0	0	4.9235173055892e-60
IGLV4-3	0.638293568677039	0.0518077218569147	7.03156799957115e-35	0	0	1.79718605636098e-33
IGLV4-60	1.26160693722117	0.101300028929712	1.32738945860322e-35	0	0	3.54923519854215e-34
IGLV9-49	0.702277784565023	0.0978874030714213	7.26553566659901e-13	0	0	4.09983798329515e-12
IGLVI-70	0.42453876754272	0.0459121195002325	2.31380921677801e-20	0	0	2.37952687500603e-19
IGLVIVOR22-1	0.112904619367874	0.0345256705449146	0.00107484989788906	28.4382794024475	0.000680174348181794	0.00237973136628177
IGLVIVOR22-2	0.0648963842128	0.0195188550483272	0.000884804390621183	0	0	0.00197659387005092
IL23A	0.0698919613963891	0.0360683004587705	0.0526516588667293	0	0	0.0822918912863089
INMT	0.119553872895768	0.0445014166339776	0.00722009797360526	29.1045408515238	0.00115343998928142	0.013464088281251
INMT-FAM188B	0.0752158075057616	0.0225378356983447	0.000845926863913209	0	0	0.00190196751549956
INO80B-WBP1	0.117531257760878	0.0396740368146551	0.00305228676494362	0	0	0.00627053711285108
INS-IGF2	0.450085213150326	0.065620415822227	6.93828510916681e-12	0	0	3.64312372197339e-11
IPO11-LRRC70	-0.040022418838977	0.0343814434493645	0.24439550409891	24.1518953707297	0.000571676042396835	0.31604120991362
IQCF4	0.0194532778075143	0.023028451598826	0.398250598466441	0	0	0.479334861589109
JAK1	-0.0682537237507606	0.0228095320129873	0.00276853758918243	0	0	0.00575564393540559
JMJD7-PLA2G4B	-0.266944015390247	0.0296249465521455	2.04587297134334e-19	0	0	1.93246044793192e-18
JPH4	-0.0437185622001834	0.0268273276142781	0.103180159016273	9.59838685876734	0.000138201784329583	0.149563900225424
JRK	0.0459388802670551	0.0192079608741127	0.016772446467176	0	0	0.0291505119599518
KALP	0.00977208967622695	0.0279773857892929	0.726875130895159	0	0	0.78612879744604
KCNA6	0.188403843817063	0.0666366600909877	0.00469378956279031	71.3703966696101	0.00633832568405888	0.00912506293079369
KCNJ18	-0.157015303893118	0.0213977386334469	2.16907748003688e-13	0	0	1.2866404983973e-12
KDM4C	0.250509171275012	0.0309189135484907	5.40035484077704e-16	0	0	3.94362046776072e-15
KDM8	0.0454189294131032	0.016293843913151	0.00531180690671652	0	0	0.0102349450153806
KGFLP1	-0.244298742270459	0.0723824486783068	0.000737861327743034	0	0	0.00166979555679348
KHDC1	-0.0106538419668538	0.0129135849156038	0.409365681450835	0	0	0.490336012654411
KIAA1549	-0.259155355467594	0.028829211984128	2.48737777892879e-19	0	0	2.29950137222246e-18
KIAA1841	0.158386345295312	0.0584239952094818	0.00670844551688014	0	0	0.0126456380784574
KIR2DL2	0.0589509674094755	0.035330275649524	0.0952030249361305	0	0	0.139631103239658
KIR3DL2	0.0578644184608154	0.0317104130792783	0.0680347546221928	40.0726512753611	0.000805999951128345	0.103723160994185
KLK9	-0.269619675278704	0.0502691382975793	8.16142915302718e-08	0	0	3.01799231233218e-07
KLRC2	0.289711155826603	0.0521751824651486	2.813516815098e-08	0	0	1.09149380014293e-07
KLRK1	0.210747575048954	0.0423065626712643	6.31130733536647e-07	0	0	2.11757763491639e-06
KMT2B	-0.00074407922352889	0.0208450873107273	0.971525028327779	29.0151563997079	0.000252555694211392	0.97809168536536
KRT17	-0.429530944090248	0.0838614668308919	3.02455132658721e-07	0	0	1.05344092296765e-06
KRT18P38	-0.0478900427047038	0.0195210410151893	0.0141570924233546	0	0	0.0249797224688226
KRT18P44	-0.0201065924359653	0.0184407869231176	0.275566629150032	0	0	0.350611128450041
KRT18P50	0.0106901366069157	0.0342688201915367	0.755079007238685	45.6533950169802	0.00108228850491696	0.809079725388924
KRT223P	0.0380286021315645	0.0157305875856313	0.0156277888348591	0	0	0.0274077668970587
KRT6B	-0.181819888509328	0.0257513269353381	1.6578196494292e-12	12.3826699629339	0.00016422915657141	9.23490561124345e-12
KRT8P11	-0.0120569887070317	0.0417368830784901	0.772672513873544	0	0	0.82386799332038
KRT8P17	0.00580620932389632	0.0157738328170089	0.712805219412998	0	0	0.774768900149963
KRTAP10-7	-0.0498726333191422	0.025798289455527	0.0532145235609455	0	0	0.083022299774617
KRTAP2-2	0.00952129412204065	0.0205384349422835	0.642945669864224	0	0	0.713155249752903
KRTAP2-4	0.0797749886310727	0.0353829651120003	0.0241574611654722	0	0	0.0405658623242422
KRTAP21-1	-0.00972520868134897	0.0138227893896017	0.481704711829216	0	0	0.563014653099649
KRTAP9-8	0.0821449248946867	0.0539177732366668	0.127628109095945	0	0	0.180339555779473
LDHAL6CP	-0.0310182299460685	0.0234115040495329	0.185199670214196	0	0	0.248170413903063
LEFTY2	0.0123138981143227	0.0177949381493403	0.488944354856204	0	0	0.570082659171964
LEPROT	0.254555050455259	0.0420357867420197	1.39830321233715e-09	0	0	6.04540045532828e-09
LGALS7B	-0.788933217431649	0.0742484225901156	2.26577470391589e-26	0	0	3.3657405430819e-25
LHB	0.0651108220124064	0.0372724869327785	0.0806569453088589	0	0	0.120638357097071
LIMS3	-0.25172449901797	0.0446953752709513	1.78128320526748e-08	0	0	7.03606866080656e-08
LIMS3L	-0.234989737721232	0.026074088415835	2.01622092247832e-19	0	0	1.91485899632094e-18
LINC00087	-0.134907733279457	0.0504709465678603	0.00751811653910189	0	0	0.0139056680017388
LINC00106	0.184275927353362	0.0284595539393183	9.48049782697802e-11	0	0	4.46534016891268e-10
LINC00415	-0.0583575451234846	0.0175684490867881	0.000894630280002771	0	0	0.00199597872483288
LINC00417	-0.0315276584318364	0.0193584357902305	0.10339214470421	0	0	0.149728364062365
LINC00459	0.161311599291658	0.023304037296363	4.45169173814989e-12	0	0	2.4102929099391e-11
LINC00504	-0.0208799329644663	0.0165617143074383	0.207404337716959	0	0	0.274329329491685
LINC00543	-0.0199947890906871	0.0161924444972142	0.216896702742301	0	0	0.285148615254251
LINC00673	-0.182022067360617	0.0330893293765666	3.77794308181334e-08	0	0	1.45589026079636e-07
LINC00869	0.124602326539783	0.0356619329415532	0.00047586436732665	27.5312673622335	0.000701965561225333	0.00109688630028345
LINC00894	0.0371975810954446	0.0286380839885891	0.193983357713431	0	0	0.258131604908787
LINC00908	0.0774539396860262	0.0198312825448857	9.39745803303204e-05	0	0	0.000244869296273009
LINC00984	-0.173910658480326	0.0378678192361394	4.37817928758353e-06	11.6547029842447	0.00033432992499976	1.32565777035195e-05
LINC00992	-0.0704218918311543	0.0255661831229356	0.00587830112202869	0	0	0.0112392600110956
LINC01001	0.272262052919739	0.0507272431782651	7.99789096388939e-08	0	0	2.96690606997323e-07
LINC01006	0.136182081383191	0.0281513397434333	1.31482963467784e-06	0	0	4.19297964233043e-06
LINC01123	-0.0368633726855774	0.0142571056655916	0.00972057085481549	0	0	0.0176350231165651
LINC01296	0.00447962266630078	0.0410650766081412	0.913134323048848	0	0	0.936299382571621
LINC01347	-0.00248838192092581	0.0378026129846515	0.947516627411788	0	0	0.960784071436224
LLGL1	-0.000731357598522647	0.0248591212836488	0.97652954981763	0	0	0.980478542797829
LOC100128361	-0.167860937789304	0.0435191694278175	0.000114706276587594	55.2925828131051	0.00209778020297456	0.000295185383833163
LOC100128374	0.0607379677168165	0.033913053556388	0.0732947675877299	37.321344661601	0.000858661220917813	0.110770700928239
LOC100128727	-0.0184481650936773	0.0141312481955054	0.191726967875717	0	0	0.25573405231619
LOC100128843	0.0937820621394519	0.0186692858284709	5.07820631425398e-07	0	0	1.72045274350359e-06
LOC100129617	0.034108267678877	0.0577520578636236	0.554789598598003	64.009852083139	0.00427072745953892	0.631863907184358
LOC100129637	0.227339647211548	0.0335348141311279	1.20832291226546e-11	0	0	6.15854903670781e-11
LOC100129924	-0.191752658991449	0.0301957960813797	2.14881777599337e-10	0	0	9.80221862119812e-10
LOC100130175	0.0191913480638519	0.0158136966212625	0.224904231395465	0	0	0.294118550914461
LOC100130468	-0.127374798142812	0.0275290561153784	3.71140029073649e-06	43.208894365471	0.000656113967549758	1.13563621572183e-05
LOC100131270	-0.0495462763955837	0.022629598413957	0.0285644628841006	0	0	0.047326059573467
LOC100132304	-0.0639604467304811	0.0364387759301947	0.0792105243655357	0	0	0.118781614622348
LOC100132731	-0.00715781703943609	0.0418512099687621	0.864200090140933	45.4013427957827	0.00159056078000262	0.897040439053412
LOC100287413	0.0359663378387131	0.0126432053955741	0.00444509350659997	0	0	0.00872946046832853
LOC100287576	0.0650966808533976	0.0322846433488092	0.0437648780731764	0	0	0.0695913614740902
LOC100287834	0.0285662600597864	0.0270633163928023	0.291181008353891	15.3763840096352	0.000226330579705482	0.368588923903177
LOC100287852	-0.0796240065952592	0.0336536649501634	0.0179822593729391	0	0	0.0309743972152311
LOC100288069	0.0397933823679837	0.0368033385003087	0.279588669711003	0	0	0.355468257467244
LOC100288570	-0.0448649810389156	0.0238746825515278	0.0602190329091784	0	0	0.093031714841024
LOC100288637	-0.107914492576109	0.0374640742942937	0.00397070955425221	0	0	0.00789598764907361
LOC100288778	0.131094615594928	0.0308162329998919	2.09913443164958e-05	0	0	5.88434781001125e-05
LOC100289097	-0.41566202385014	0.0352365300128787	4.07668370878611e-32	0	0	8.85659535733782e-31
LOC100293211	0.139362449423273	0.0217190646324884	1.39355669462842e-10	0	0	6.45867076070453e-10
LOC100294033	-0.172685897971872	0.0321104476744748	7.53711010941298e-08	0	0	2.81105093780252e-07
LOC100499221	-0.0210350468692113	0.0221611731414434	0.342526672809798	0	0	0.422506286262193
LOC100499484-C9ORF174	0.122437400618487	0.0215639471100687	1.36378148416712e-08	0	0	5.43635830156524e-08
LOC100505585	0.255572034275438	0.0372964402529994	7.259518924717e-12	0	0	3.80031442504764e-11
LOC100505650	0.0127853676610878	0.0359214352479662	0.721896090330718	0	0	0.782204117827174
LOC100505984	-0.0729405262143585	0.0387337798870562	0.0596835105277709	0	0	0.0923686031142172
LOC100506123	0.487432169831563	0.0598846099710094	3.96837686113759e-16	0	0	2.9101430315009e-15
LOC100506331	-0.0508118568391928	0.0188045300795205	0.00689015355649207	0	0	0.0129600507372113
LOC100506718	0.184118674343122	0.0369387342612932	6.21435279589534e-07	0	0	2.08908030159886e-06
LOC100506974	-0.113596299817689	0.0354783144698997	0.0013654729801341	0	0	0.00297392486149507
LOC100507022	-0.134607222746811	0.049649415334422	0.0067049429488796	0	0	0.0126456380784574
LOC100507258	-0.297795111962521	0.0334837440136842	5.90954085737539e-19	0	0	5.29421753098888e-18
LOC100507330	0.00101606677997006	0.0288459755604897	0.971901231660515	21.1983915124799	0.000352779850354574	0.97809168536536
LOC100507353	0.0405401756122134	0.0183154771277594	0.0268674536779814	0	0	0.0446848176960111
LOC100507424	0.124083579235129	0.0182068113245646	9.41140621018201e-12	0	0	4.86816190276677e-11
LOC100507616	0.021621565753361	0.0148897023902061	0.146469527867451	0	0	0.202517135587613
LOC100507855	-0.569607591689315	0.0418795624460615	3.94523373045334e-42	0	0	1.67239420086047e-40
LOC100509457	0.261478553879618	0.172145326822655	0.128777407558805	0	0	0.181482002308016
LOC100509620	0.138642630280626	0.0270504271362014	2.97001638211721e-07	0	0	1.03652378958227e-06
LOC100509764	0.0602830545428176	0.0396360869329818	0.128281578377618	71.4070377924323	0.00224549434658847	0.180968655211283
LOC100510710	0.0623014387851556	0.0265749289175758	0.019059306013074	0	0	0.0326034191444121
LOC100630923	0.0477087931728252	0.0210021477090037	0.023109775816923	0	0	0.0389193705133839
LOC100653049	-0.183947045420357	0.0634854362440545	0.00376187632800441	0	0	0.00752375265600881
LOC100653057	0.0302519578186094	0.0441282158098361	0.492998929353545	0	0	0.573515488096694
LOC100653061	-0.155967660291292	0.0319313138865297	1.03705525975423e-06	0	0	3.37528472182182e-06
LOC100653137	0.0243159948906853	0.0185531880236761	0.189989538305491	0	0	0.253806162624861
LOC100653149	-0.00603738723140613	0.0265155736317502	0.819885597172191	0	0	0.862567292908758
LOC100653233	0.0217098590156817	0.0223989495164902	0.332427658369172	0	0	0.411847064030745
LOC100653247	0.42448597908483	0.0555950375870044	2.25257809544432e-14	52.3927244160965	0.0032387440643763	1.46081370517993e-13
LOC100996332	0.113790872882735	0.0514418162339758	0.0269645489947449	0	0	0.0448034284444232
LOC100996497	-0.0275346881767009	0.0310281296021171	0.374857929469904	0	0	0.456554366796561
LOC100996542	0.00297257297829187	0.0136167916338541	0.827193808766916	0	0	0.868153888669625
LOC100996643	0.0127924645168166	0.0277233436901554	0.644488009506811	14.9002874428282	0.000229075072908082	0.714362347272218
LOC100996735	-0.0186917674544545	0.0384084150870825	0.626500621718419	0	0	0.699406260402824
LOC100996741	0.237458035260127	0.035383223080779	1.93249240669147e-11	0	0	9.59620515094221e-11
LOC100996761	0.246119912149752	0.0416319271971803	3.38375201174085e-09	53.2687305548208	0.0018466784212839	1.41709903527846e-08
LOC100996763	-0.27672011187131	0.0542965106016111	3.46059690222219e-07	0	0	1.19572910856107e-06
LOC100996919	0.0573698866424841	0.0131703840825136	1.32474848206417e-05	0	0	3.81826345245028e-05
LOC101059949	0.0113466008239172	0.0380928717857587	0.765804848121939	0	0	0.818050907213233
LOC101060351	-0.132359873381346	0.046647337236304	0.0045474288998699	0	0	0.00889024907533621
LOC101060386	-0.39793443639879	0.0336983600190573	3.51884943341691e-32	0	0	7.7414687535172e-31
LOC101060399	0.389467689057406	0.0515644966028573	4.25278710956134e-14	0	0	2.63976571300629e-13
LOC101060443	-0.166914379116666	0.0386647790329346	1.58191429110873e-05	0	0	4.54440832718508e-05
LOC101060817	-0.409561416999384	0.0354735400914932	7.77454721713417e-31	8.57342308967551	0.000215772549844805	1.51822056891901e-29
LOC101060835	0.259883863511339	0.048150638630895	6.76479180269451e-08	0	0	2.53935381276092e-07
LOC101926887	0.0314181280440055	0.0189078030796219	0.0965832152789403	0	0	0.141416704426957
LOC101926921	0.471365044082719	0.0318832064383978	1.85474608464286e-49	0	0	1.00735896722165e-47
LOC101927088	0.100271818725141	0.0216174444219007	3.51001696593544e-06	0	0	1.07590996239785e-05
LOC101927104	-0.0539191518425082	0.0111886254184211	1.44204222466567e-06	0	0	4.58184531347153e-06
LOC101927137	0.0377031032101979	0.0126445011825606	0.00286579151330888	0	0	0.00594361056101531
LOC101927144	-0.31859670340591	0.0395352584705243	7.72071985018032e-16	0	0	5.54488061967496e-15
LOC101927178	-0.502660281313275	0.0539847266251287	1.26446960830436e-20	0	0	1.31595699355269e-19
LOC101927180	-0.154809048907449	0.0258781222892973	2.20094322985199e-09	7.563259788792	0.000101311619588066	9.3526634070483e-09
