id	PD_meta_logFC	PD_meta_FDR	OP_meta_logFC	OP_meta_FDR
SEC22B	0.257781430164233	9.97116960844512e-09	0.220775716072963	0.0143427307368108
USP15	-0.20671621116781	2.50652690422678e-12	-0.161924274885738	0.0450686226917873
