id	OP_meta_p	OP_dir_consistent	OP_mean_logFC	OP_meta_FDR
LRIT1	0.103951079615156	TRUE	-0.0880985827764957	0.443800242896057
HMHB1	0.100150098461322	TRUE	-0.0845313470431164	0.436509467534004
SMAD7	0.0348099139350356	FALSE	-0.0614753487465609	0.299931317712286
EIF2AK2	0.0904978193944101	FALSE	0.116418964522494	0.422690118013128
PLA2G16	0.0275013987056197	TRUE	-0.1632883977021	0.273782581144005
RHBDF2	0.000333417553612835	FALSE	0.0157372228516065	0.0454972172962296
MMP14	0.0392381830712033	FALSE	-0.0430263658886322	0.314883337108893
POLR2J	0.0574515143493384	FALSE	-0.178153521082277	0.357346528363767
CXorf40A	0.104598341886313	TRUE	-0.0646700515678822	0.443829305439923
PCSK5	0.0463842309523124	FALSE	0.0601381709657413	0.334028893265042
GOLGA2	0.0716250281258105	FALSE	-0.0697946418824486	0.389150068959542
ZNF14	0.0897493511882201	TRUE	0.106401465933663	0.42079241165159
GNG13	0.0322904979244839	TRUE	-0.0968820051245837	0.293757546820657
MEP1A	0.00770079606816518	FALSE	0.0290389159078231	0.162699532413254
CGRRF1	0.0872630361907215	TRUE	0.114034076291385	0.418356551032022
PTPRR	0.00278554414838588	FALSE	0.018938800133323	0.113095185309455
PIK3R3	0.0121467813070936	FALSE	0.0485261725582998	0.193989229917091
SVIL	0.0864526085602603	FALSE	-0.0778524787423278	0.417320616630392
GNB2	0.0462675583701998	FALSE	-0.0293234410114565	0.334028893265042
DAD1	0.0988730532775087	FALSE	0.195710891444594	0.434795758213988
SREBF2	0.00317251036761738	FALSE	-0.0056916795673875	0.114647011330044
CDCA4	0.0855201973611856	FALSE	-0.0515566641103481	0.414931437736174
PI4KB	0.0299972351791386	FALSE	-0.0162248235986979	0.286040112140437
NFE2L3	0.121949431048537	TRUE	-0.0950462922081517	0.472101262772059
BPESC1	0.0866423921570279	TRUE	-0.0720357728504654	0.417421760079403
FIS1	0.0783331051922446	TRUE	-0.107588916819837	0.400459458870542
ELOVL2	0.0155804202610567	TRUE	-0.0684432608267738	0.215678243952882
ASB12	0.0379076496798679	TRUE	-0.127833977516596	0.30990255206923
DNAJB5	0.0683700808910954	FALSE	0.0608608027925944	0.383910752305847
