id	PD_meta_logFC	PD_meta_p	PD_I2	PD_meta_FDR
CACNG8	0.128054223970664	2.50609514098114e-05	0	5.35066738374489e-05
CACTIN	0.211426274502823	9.92422779683106e-11	0	3.72613024087098e-10
CACUL1	-0.206767049320766	2.2649314894376e-11	0	9.03418161764394e-11
CACYBP	-0.174093917630197	3.72543896529985e-11	18.6139051290596	1.45571366154925e-10
CAD	0.0882802881240881	0.0145267482002964	0	0.0199928306859345
CADM1	0.653478965650681	2.86429765376545e-24	0	3.13872033906242e-23
CADM2	-0.0335595760892742	0.0517304199595828	0	0.0632884477250895
CADM2-AS1	0.0287964972850503	0.0166756612017436	0	0.0226558376842308
CADM3	0.0299332844062573	0.601672567085499	37.5492590892387	0.620525364087206
CADM3-AS1	0.180327683723906	1.40572560610822e-11	0	5.71446309609512e-11
CADM4	-0.103017350356023	0.00307749017771079	0	0.00481011181415681
CADPS	0.0349667538449822	0.128002479823754	0	0.143643422421517
CADPS2	0.487987976980661	7.74136898609589e-31	0	1.34131673777341e-29
CAGE1	-0.0183838290220739	0.15877138972523	0	0.175003639481421
CAHM	0.0458569777961238	0.0140162731708567	0	0.0193547327501717
CALCA	0.0745807410806812	0.0188088623450063	39.6691698001976	0.0252968048703959
CALCB	-0.00251601832737154	0.89899696714427	39.1015174038573	0.909179046615149
CALCOCO1	0.138956842223891	0.000334417016446536	0	0.000611008886309378
CALCOCO2	-0.0632000699088735	0.00195028843715537	0	0.00315831859768104
CALCR	-0.0563450475219809	0.00963299111883265	0	0.0137483004588336
CALCRL	0.713402816842972	1.6127612644809e-40	0	5.74888832558142e-39
CALD1	0.217274179453692	5.27154729820835e-06	0	1.22120342432294e-05
CALHM1	0.00351196137966387	0.914194578810474	27.2627568281742	0.922944566103465
CALHM2	0.382384509813806	3.15819895041059e-36	0	8.17280264972107e-35
CALHM3	0.0326790915998174	0.0800234475105865	0	0.0939091036270949
CALM1	-0.0569014844683203	0.0781315977392551	0	0.0918742830968736
CALML3	0.267380459775094	0.00479665715007628	0	0.0072447919122363
CALML4	-0.291801365411813	1.20654965045433e-16	10.8888581634581	7.61993559007171e-16
CALML5	-1.28572622292258	1.59490047001583e-31	0	2.89408649674805e-30
CALR3	0.0644706796288807	0.00302714532052755	0	0.00473799202936093
CALU	0.594325253005234	1.44802409555153e-65	0	4.50310527783843e-63
CALY	-0.0481473978625644	0.0996070539872656	0	0.114382914163641
CAMK1	0.0955975767747814	0.0124416621130676	0	0.0173316542735094
CAMK1D	-0.6358506311345	5.74271527419374e-36	0	1.45071926331418e-34
CAMK2D	-0.258668472350061	6.72105542984354e-17	0	4.32646954989607e-16
CAMK2G	-0.0372198206047299	0.173716473351927	0	0.189886917753392
CAMKK1	-0.310182941503498	3.9680335791379e-25	43.1391983138495	4.62646552468716e-24
CAMKK2	0.0619892508069369	0.17124088467546	0	0.187339833619899
CAMKMT	-0.0911887816565855	0.00188610766020227	21.5111440457885	0.00306318421277403
CAMKV	0.0413742241178561	0.0979990758099131	17.1863082362069	0.112722997919993
CAMLG	-0.197515994904776	1.58937016666076e-07	0	4.36073466627017e-07
CAMP	0.0674594847921648	0.0100436111171819	26.8438095100645	0.0142721668416142
CAMSAP1	-0.406231785778154	1.10339608726134e-33	0	2.3441643375657e-32
CAMSAP2	-0.265090975815457	3.78200918603228e-12	0	1.62149036578237e-11
CAMSAP3	-0.354678903628222	2.01180708506247e-11	0	8.05124570518566e-11
CAMTA1	-0.0470086441093752	0.03198985288741	0	0.0409947407836741
CAMTA2	-0.080017714799112	0.00883988921943041	0	0.0127108643057132
CAND1	-0.14388936838306	7.96812892628204e-07	0	2.02395636450288e-06
CANT1	0.200199977333775	3.25176040834429e-11	0	1.27821211164864e-10
CANX	0.0135952562792552	0.879689360583337	83.88165963904	0.891201808404945
CAP1	0.13845423374915	0.000262987567221223	0	0.000488165766179809
CAP2	-0.254226918296022	2.47474274186663e-11	0	9.84276402095884e-11
CAPG	-0.315590229125592	1.82440652231947e-07	0	4.97232100983322e-07
CAPN1	0.0587480133408515	0.152326729080849	0	0.168600712593966
CAPN10	0.057581450092199	0.102702317987315	0	0.117615346637282
CAPN10-AS1	-0.0387063002385185	0.084662850622931	0	0.0988454810463983
CAPN11	0.00775934884713248	0.705213295024312	41.4820305393885	0.723627955532684
CAPN12	0.203744249102906	1.81334486712247e-10	0	6.63568702947614e-10
CAPN15	-0.071281870400246	0.203055681768651	0	0.219220406539843
CAPN2	-0.253679411219716	9.32365604736773e-09	4.08719746615236	2.90249886307166e-08
CAPN3	-0.318496370229555	7.26604329973908e-11	0	2.76784842655531e-10
CAPN5	0.228618244647582	6.06125151923554e-12	0	2.55197931028131e-11
CAPN6	-0.242306109933088	1.48212426575477e-09	0	4.98472410617541e-09
CAPN7	-0.17679025632086	1.69756291946767e-05	0.255871157968076	3.70330701238974e-05
CAPN8	-0.00458315615704558	0.818101168553629	26.8589479624101	0.832736499842088
CAPNS1	0.212713744760997	0.000262936018702177	0	0.000488147497682219
CAPNS2	-0.958800648576827	4.25313742191059e-48	0	2.66367498885422e-46
CAPRIN2	0.045498379571001	0.153530506669416	0	0.169766414222429
CAPS2	-0.0886777952800349	0.102801909683981	0	0.117714451813736
CAPZA1	0.438569998572601	0.0011470342182822	0	0.0019321120839705
CAPZB	-0.308669173503333	0.0641461606823688	0	0.0768569350490159
CARD10	-0.438473622447582	3.69117937899268e-19	0	2.80209606308464e-18
CARD11	0.296029553561701	7.70621982878448e-17	0	4.94124020802651e-16
CARD14	-0.283930544599726	2.45387138178514e-17	0	1.63988433172503e-16
CARD16	0.113662365149767	0.00774933697104496	0	0.0112658008339436
CARD18	-0.209692193583519	6.40120703646376e-05	0	0.000129423350876243
CARD6	-0.292324976783893	4.90885187559851e-17	0	3.19873415029517e-16
CARD8	0.735161832304107	3.84684282614715e-42	39.2754679977282	1.53507752334549e-40
CARF	-0.139737243070085	0.00157646662305582	0	0.00259440953285198
CARKD	-0.178589500840913	3.24270623667738e-09	15.2407199975722	1.05747048257006e-08
CARNS1	0.27775732850667	2.38392932039378e-15	0	1.34750652309441e-14
CARS-AS1	-0.017752009579848	0.351234947771193	0	0.366855333426893
CARS2	0.0596473415453652	0.036275068044761	0	0.045957252393296
CARTPT	0.0735877424671192	4.27768863560814e-07	0	1.1167559693221e-06
CASC1	-0.0619545102679319	1.67913780556715e-06	0	4.113910431814e-06
CASC14	0.103092205512255	0.0972035979126859	0	0.111893630451919
CASC15	0.26584456448585	1.03458143692698e-19	0	8.18094931076371e-19
CASC16	0.107744391794816	2.99545397388769e-08	0	8.87030098949472e-08
CASC17	-0.00350867629160906	0.905194036890717	42.880203524528	0.914830775110543
CASC2	-0.0200328754451231	0.231721226920143	0	0.247765473351036
CASC22	0.0284972081724878	0.128015736375965	0	0.143649361516318
CASC4	0.193866739217384	1.04954736011651e-05	13.477123235571	2.34784642619638e-05
CASC5	-0.209530309069701	4.87006982348104e-05	0	0.0001000700038803
CASC6	0.0744423359890913	0.00192284628517989	0	0.00311695681188008
CASC7	-0.120026804246451	1.95985146555231e-06	0	4.76862820506772e-06
CASD1	0.0118401707224409	0.779959566371315	11.6355870407322	0.796382384335021
CASK	-0.0465139649361472	0.104629571955307	0	0.119624973970454
CASKIN1	-0.240785048939891	2.36036796951667e-19	0	1.81707029731849e-18
CASKIN2	0.10441183814159	0.00679146931721614	0	0.00997701026833584
CASP1	0.151797669057985	2.46337918007327e-08	0	7.3611614100367e-08
CASP10	0.378376300705016	2.60510604260931e-21	0	2.30787316751199e-20
CASP12	-0.0391521911063163	0.0359077582957998	0	0.0455302802377041
CASP14	-0.0821175132538007	0.00843343637615163	0	0.01217398094571
CASP16	0.043378228489319	0.179928161850521	0	0.195987937393432
CASP2	-0.0730594472583402	0.000531361259790949	0	0.000943323134138715
CASP3	0.432300776970399	3.14215320447053e-33	7.5635772026026	6.45501336549374e-32
CASP4	-0.158780020199149	1.97998277640245e-06	0	4.81696106527799e-06
CASP5	0.0600369227085188	0.00253770904243146	0	0.00402863712659062
CASP6	-0.173405103100681	2.93951459478157e-05	0	6.22373808499533e-05
CASP7	0.0277284700112927	0.39236990595073	0	0.40830646706475
CASP8	0.257245040282772	1.50730204121594e-09	14.2863235819148	5.06751293893977e-09
CASP8AP2	-0.119673454478099	0.0260409206089414	8.97605816840608	0.0339992823035452
CASP9	0.0725057504329991	0.00400481141569335	0	0.00613042378892141
CASQ1	0.0623618717753459	5.60934884985449e-05	0	0.000114256236936411
CASR	0.137981299644076	2.24140329726536e-05	0	4.81173426241077e-05
CASS4	0.0348257776493018	0.115207449305554	0	0.130591389278125
CAST	1.31641690417737	1.49034138047327e-08	0	4.53922449841209e-08
CASZ1	-0.193036454652064	5.26817253327514e-10	9.21948454525624	1.84867758721175e-09
CAT	0.0478676921217608	0.302527636695198	91.8310947087224	0.318211510559324
CATIP-AS1	0.281428288073977	6.07245313399242e-22	0	5.66919447090172e-21
CATR1	0.0132021865005805	0.253202609859011	0	0.269043621444889
CATSPER2	-0.306452730761643	2.70801544903208e-21	0	2.39082107950033e-20
CATSPER3	-0.0745370300398452	0.00225162082089747	0	0.00360647231564938
CATSPERB	0.0756454994374251	0.000312553454206722	0	0.000573152364124302
CATSPERD	0.04452429666918	0.00956437744298004	0	0.0136600424371709
CATSPERG	-0.00854951180867285	0.732491311795618	76.203335561947	0.750380291410096
CAV1	-0.181162127262925	0.000233029915682727	0	0.000435876862923296
CAV2	0.761223667548625	1.08851008312853e-08	75.3634668217653	3.36592771633624e-08
CAV3	0.0953245339238441	0.000385435875873331	0	0.000698213005235239
CBFA2T2	-0.175745712408157	2.96284764150824e-06	0	7.06983501916711e-06
CBFA2T3	0.484196127565483	1.38407017012638e-25	0	1.67098217259502e-24
CBL	0.0679048250104504	0.0146416427808325	0	0.0201319797863909
CBLB	0.305176846484577	1.48098250197731e-09	0	4.98181301532354e-09
CBLC	-0.273024596472876	1.19578830340454e-10	0	4.4498522031169e-10
CBLL1	-0.410914968756093	2.44718052052422e-25	0	2.88873004245388e-24
CBLN2	0.171177481447094	0.000179225579221045	0	0.000340175920489318
CBLN3	0.122660191896284	0.00151061823025889	0	0.00249400650061141
CBLN4	-0.0803159078213731	9.28596765061687e-05	24.2329679106904	0.000183612144830275
CBR1	-0.213238102895691	0.000243302308983553	0	0.000453726607437588
CBR3	-0.803352443177678	2.35903076006133e-44	0	1.11679364354924e-42
CBR3-AS1	-0.12549581941917	0.00146116739120984	27.1186857081027	0.00241989498074116
CBR4	-0.266403181665941	4.1391773786747e-11	0	1.6117949563721e-10
CBS	0.137318646296693	0.00195090940605894	50.5339300480338	0.00315875699794301
CBX1	-0.355072685933891	3.47916373964393e-24	0	3.79635065771068e-23
CBX2	-0.180161199522513	9.59114388006496e-11	31.9904849845783	3.60557445111988e-10
CBX3	0.0226536158777421	0.666102392321871	53.0085903177443	0.684839975372516
CBX3P2	-0.0576817189133132	5.63872532266505e-06	52.7307676500478	1.30124985471993e-05
CBX4	-0.394316426890401	0.0137861796976086	0	0.0190588888791114
CBX5	-0.209199875701887	0.00122512181433691	0	0.00205481887346056
CBX6	0.227922729862518	1.10310416224121e-14	3.07163810756054	5.91459267965061e-14
CBX7	0.352670348618812	7.21810880370492e-27	0	9.51008243187915e-26
CBX8	0.0314622453762411	0.108031336090396	0	0.123131829956555
CBY3	0.0816230997365384	0.000162157722811307	0	0.00031003167758613
CC2D1A	-0.116463393813244	0.0327262933442382	0	0.0418700633458664
CC2D2A	-0.107404628410125	0.00556227572375951	0	0.00830107291324262
CC2D2B	0.290329017165611	5.99390531512841e-09	49.9071303453743	1.89870161870339e-08
CCAR1	-0.339695624085825	8.90962339721349e-15	0	4.81146338968682e-14
CCBL1	-0.0622295223081465	0.0237876756646394	0	0.031304414560273
CCBL2	-0.127652618696002	0.000361705298122436	0	0.00065820000627869
CCDC101	0.113592817630784	8.7551607200924e-05	62.9759489705137	0.000173573130257536
CCDC102A	0.0767061766758006	0.0243371939242047	0	0.0319576271702737
CCDC102B	0.194571732503544	3.39879875402478e-06	0	8.06421114527032e-06
CCDC103	0.0319898927950099	0.149079848145755	0	0.165260476983897
CCDC104	-0.316495869868367	4.21977638946267e-13	0	1.97028492717417e-12
CCDC105	-0.0941536199702709	0.00126895766831493	39.4975206470246	0.00212261796006645
CCDC106	-0.0627728208466804	0.124973146545365	0	0.140549984052796
CCDC107	0.189857657363765	5.0887706161908e-06	0	1.18083308380591e-05
CCDC109B	-0.206858504425623	1.47355335736614e-12	0	6.54159042747062e-12
CCDC110	0.0518356276682343	0.00544061826178172	29.1664697966646	0.00814106782709116
CCDC112	-0.193056401386731	2.91668675497164e-08	0	8.65267746701044e-08
CCDC113	-0.336776129180563	9.06072165230807e-16	6.76992709185002	5.30783489583244e-15
CCDC114	0.0690539790468202	0.100231291994217	0	0.114997252954627
CCDC116	-0.0670742672228283	0.00404388673425367	0	0.00618708838966269
CCDC117	0.365290186063116	9.4396461802647e-14	23.0962024785722	4.66473693571053e-13
CCDC12	-0.102469763183	0.000530537793648696	0	0.000941953950589775
CCDC120	-0.144462480326968	9.28672767791298e-08	62.5343013913272	2.61195551421357e-07
CCDC122	-0.124769457084859	1.16466805920648e-06	0	2.9063527647907e-06
CCDC124	-0.126839853562222	0.00800627914884465	0	0.0116178002419719
CCDC126	-0.150310134354525	0.000925595490162844	0	0.0015850152716289
CCDC127	0.200046177535262	3.25393541811805e-10	0	1.16243282108527e-09
CCDC129	0.105710826402121	2.0658517429097e-05	0	4.45288813179521e-05
CCDC13	0.00268870124449638	0.957088160246777	23.035265940666	0.961941332128113
CCDC130	0.141229177391511	7.2023540565253e-06	0	1.64192189228447e-05
CCDC132	-0.105943500198426	0.00743500307832921	0	0.0108534437134853
CCDC134	0.278790639170758	3.08511788788172e-11	0	1.21544671509436e-10
CCDC135	0.00965192620170128	0.721440455554493	27.651766334855	0.7394795417876
CCDC136	-0.0475721880510603	0.112214694051081	0	0.127481037765279
CCDC137	-0.121193922184715	0.00643955288229372	0	0.00950414985172505
CCDC138	-0.188812204989131	6.52307796652655e-14	0	3.26915135543871e-13
CCDC14	0.17001920401146	0.000174940210916485	0	0.000332742442718617
CCDC140	-0.028825016091248	0.162065103095595	0	0.178304321945658
CCDC142	0.078066912307916	0.126986800928582	0	0.142645632954402
CCDC144A	0.16545749015364	2.9359077463098e-06	0	7.01111717465774e-06
CCDC144CP	0.108537920093983	5.79532224965543e-07	0	1.49264925627638e-06
CCDC146	-0.144223936154033	0.00598927031020424	0	0.00888611241138059
CCDC147	-0.0602181359971772	0.0211328619016575	0	0.0281080620986798
CCDC149	0.00151933237011835	0.969039392636743	0	0.972652394267609
CCDC15	-0.119742503307666	8.15944439505746e-05	0	0.000162333883249119
CCDC150	-0.0920540084022484	0.000121151607348438	0	0.000235729400403859
CCDC151	0.120392926732042	3.62639010481522e-07	0	9.55018226318472e-07
CCDC152	0.768796409407365	0.00773109480095098	0	0.0112429055006654
CCDC153	-0.0638986657522133	0.0670371769299515	0	0.0800602238155026
CCDC154	0.0685891887592894	0.0590555901174762	0	0.0713644431829638
CCDC158	0.0883693652664483	0.00367072297205626	0	0.00565549075313734
CCDC159	0.137569730105139	0.000225628020869759	0	0.000422469906823196
CCDC167	0.0924831158618847	0.00799184791233815	0	0.0115987255225976
CCDC168	-0.112654933776337	1.80392494475848e-06	0	4.40587599574931e-06
CCDC169-SOHLH2	0.159883261537377	3.31069623765162e-11	0	1.3004143736612e-10
CCDC17	0.102455507410744	2.88452525931765e-05	0	6.11089759247268e-05
CCDC170	0.116068956848519	9.7452151176726e-08	0	2.736640901097e-07
CCDC171	-0.0790566690299127	3.71844281742965e-05	0	7.76447708937005e-05
CCDC173	-0.0350665575673693	0.0483959910429647	0	0.0595970840746879
CCDC174	-0.0567807380033578	0.0252775564559102	11.4816749581612	0.0330840494735689
CCDC176	0.110100291363631	0.00464897795681305	0	0.00704178832776595
CCDC177	-0.0730335483922453	0.00599129547874365	0	0.00888838596398251
CCDC178	-0.0932371055407657	0.00802536225891471	0	0.0116417451394599
CCDC180	0.158995284178834	6.46310577258002e-07	0	1.65495512237402e-06
CCDC184	0.100520302836903	7.99594741180929e-06	0	1.81526624879552e-05
CCDC185	-0.0628389223474179	0.0587832725527716	0	0.071059170768336
CCDC186	-0.386470126907718	3.82478100971103e-13	0	1.79328242974156e-12
CCDC19	-0.0917088367640563	0.000229199919185921	0	0.00042902438173064
CCDC22	-0.211530579829791	1.32430960272497e-06	0	3.28157333484686e-06
CCDC23	-0.145171281433386	5.58915111179915e-07	0	1.44201857536148e-06
CCDC24	0.046956747607416	0.0504731040558735	21.6519846302211	0.0618887408467567
CCDC25	-0.197910270897991	6.24080877257518e-17	0	4.03315900504975e-16
CCDC28A	0.24628507911573	1.54550726614525e-11	0	6.25459689573196e-11
CCDC28B	0.092648092832125	0.00666132932099694	0	0.00980259418804127
CCDC3	0.0358083553838837	0.246389716110895	0	0.262298961783168
CCDC34	-0.401303189599939	1.83729962821826e-17	0	1.23885508015599e-16
CCDC36	0.015553882055785	0.700076219608683	42.8245893739774	0.71856113202537
CCDC37	-0.0393251423685552	0.166047947564191	0	0.182244543642163
CCDC37-AS1	-0.0522046263674803	0.019989515504868	0	0.026731234516704
CCDC39	-0.0229422542531061	0.0263181721627431	0	0.0343215148072733
CCDC42B	0.056930862270435	0.223194855268653	0	0.23918754705488
CCDC43	-0.310372280542248	4.10160378788006e-17	0	2.69216257358052e-16
CCDC47	-0.113009312827493	0.00181884317741963	0	0.00296381555615844
CCDC50	0.324352274608947	9.3715125573333e-27	38.4555249057413	1.22488385504798e-25
CCDC51	-0.140204604422552	2.11560234729266e-07	0	5.72444037475514e-07
CCDC53	-0.181129746637584	1.0939272991233e-06	0	2.73967879676299e-06
CCDC54	0.0731574631179265	0.00283083996707205	0	0.00445276536897868
CCDC57	0.198504865465978	4.63440888026964e-08	0	1.34823924150683e-07
CCDC58	-0.48299808229017	1.24974283799035e-19	0	9.82633459844465e-19
CCDC59	-0.197936460080723	8.46122180380865e-10	0	2.91806993643015e-09
CCDC6	0.384774451605602	2.51983383518001e-06	0	6.0584168068704e-06
CCDC61	-0.079414356221584	0.000601507950331963	29.8940026251172	0.00106023638230603
CCDC62	-0.0488809985335966	0.043255856981454	0	0.0537924636220687
CCDC64	-0.266714877872925	1.20409985019885e-11	0	4.92033280426747e-11
CCDC64B	-0.250006849573109	9.04396492529821e-10	0	3.11249752638053e-09
CCDC65	0.0443226941784522	0.000804141184660729	0	0.00139196684719055
CCDC68	-0.126951458081335	1.14353961664491e-05	0	2.54862523976576e-05
CCDC69	0.947229897402372	1.4082108840155e-51	30.3976219178016	1.22704829541003e-49
CCDC70	0.0834014876129057	0.000887411414924327	34.2368904740699	0.00152498472665683
CCDC71L	0.515298879849461	2.01815217527497e-31	0	3.64014107854347e-30
CCDC74A	-0.0791400351337792	0.0120337020048625	0	0.0168087882801599
CCDC77	-0.20739897094091	3.03388565428627e-08	0	8.97526579405634e-08
CCDC8	0.109233577700992	0.00220886654957886	0	0.00354397135338498
CCDC80	0.398998425681125	2.2652829418941e-14	0	1.1808933070215e-13
CCDC81	-0.0384663975382564	0.0314104600313953	0	0.0403554717277781
CCDC82	0.107410234362169	0.00484750490848348	0	0.00731607782062727
CCDC84	-0.160190324817454	1.02526880832196e-07	0	2.87244074179919e-07
CCDC85A	0.204780374401481	7.42838133111871e-08	0	2.11100857207166e-07
CCDC85B	0.249817940710562	3.41144631051201e-08	2.43449818977557	1.0049364217329e-07
CCDC85C	-0.397967426874217	5.95418869423634e-31	0	1.04470526729514e-29
CCDC86	-0.18357479345834	5.64168146511881e-08	0	1.62398673134931e-07
CCDC87	0.155077817877092	4.78104091373127e-08	0	1.38955260974816e-07
CCDC88A	0.565617333356769	3.75249858868523e-37	0	1.03809535343735e-35
CCDC88B	0.304981415337771	2.43742794824564e-18	0	1.74667810498636e-17
CCDC88C	0.0722631129559427	0.0440125728462601	51.71590913029	0.054646849069181
CCDC89	-0.00161335973309133	0.920308567751465	13.8436401190352	0.928493435313412
CCDC91	-0.259843457938091	8.66146515277071e-11	0	3.27039662885755e-10
CCDC92	-0.0536451792963545	0.173962474444936	0	0.190117375862821
CCDC93	-0.193146012549335	1.69498146692686e-07	0	4.63498798043659e-07
CCDC94	-0.171758817461971	2.3495069956338e-08	0	7.03020200402238e-08
CCDC96	-0.135869485209236	1.16523031398187e-08	0	3.59146602414405e-08
CCDC97	0.0370662556655135	0.115934701837656	0	0.131359646777172
CCER1	-0.0275415510968894	0.221033365266048	0	0.236997908055148
CCIN	-0.0294723217921482	0.239182785650007	0	0.255229243611736
CCKBR	-0.187379207684552	1.02218485013129e-07	70.3334237654419	2.86424547798946e-07
CCL1	-0.0416749346069979	0.0678573622637832	0	0.0809486271925832
CCL11	0.132220797626298	6.118364582108e-05	0	0.000123926942130805
CCL13	0.192889427905812	9.19906982387124e-07	0	2.3228842560992e-06
CCL14	0.559147173762316	1.37018489122268e-17	0	9.31550127515394e-17
CCL15	0.0306983154245229	0.0177484977607533	0	0.0239869364686579
CCL16	0.0849343501573822	0.000951657462050171	7.3901718785172	0.00162748133526111
CCL17	0.0148587722840308	0.596415472632525	44.546763164401	0.615173893742372
CCL18	1.0535054058526	1.52685616460799e-29	0	2.42002676986242e-28
CCL19	0.899965575242216	5.85988382875872e-25	0	6.7321480649249e-24
CCL2	0.406057614152567	7.49997122775502e-08	0	2.13034615803177e-07
CCL20	0.226181300716809	0.0409842749381335	0	0.0512147268296462
CCL21	0.285602177215032	2.65172295364784e-06	0	6.3560301548101e-06
CCL22	0.0620231318530702	0.0640904176554938	0	0.0768105556978168
CCL23	0.114147211823862	7.29655016999603e-09	0	2.29321964481998e-08
CCL25	0.139104880451473	5.74861315327342e-05	0	0.000116883931288009
CCL26	-0.050432172433171	0.0711038846224003	0	0.0843917067141037
CCL28	-0.118339403532952	1.92842633101112e-06	52.9987590343499	4.69533284725264e-06
CCL3	0.539900769742606	4.68341554428822e-12	0	1.99279939071306e-11
CCL4	0.450039587189966	6.142929528028e-16	0	3.65074200649229e-15
CCL5	0.660611091117114	3.42445565932198e-29	0	5.32014700492597e-28
CCL7	0.0793208266646368	0.00249861891621853	0	0.00397141253012281
CCL8	0.424817884993044	3.55483936026585e-12	0	1.52772545964058e-11
CCM2	0.472468542565426	1.73728744394669e-24	0	1.93787592000411e-23
CCM2L	0.230188331993934	5.20345892919476e-13	41.3919860969497	2.41520300323947e-12
CCNA1	0.0422739594297236	0.112637217883379	0	0.127936870211745
CCNA2	-0.266451347761591	1.08491923967924e-08	0	3.35712614961304e-08
CCNB1IP1	-0.145315004980702	3.66692832947279e-06	0	8.64919396870676e-06
CCNB2	-0.218208368131866	4.62168115664574e-09	0	1.4825051222198e-08
CCNB3	-0.0240139288880355	0.270398148173229	0	0.286252576511358
CCNC	0.563862371688903	0.0547939000010222	0	0.0666970963907705
CCND1	-0.321139862759185	9.82401433358728e-11	0	3.69004053592074e-10
CCND2	0.144794244157018	0.0368070530480837	0	0.0465625484519768
CCND3	0.118175093583554	6.8970728698213e-05	0	0.000138780124222408
CCNDBP1	0.15271692606531	3.93095748590506e-06	0	9.23813422453023e-06
CCNE1	-0.0886096384707572	0.003259902524766	0	0.00507411648595136
CCNE2	-0.548236612572125	1.5244066200365e-18	0	1.10869847603219e-17
CCNG2	-0.0507461409993377	0.215494987310981	0	0.231651653026293
CCNH	-0.14105334935896	1.02015102884777e-06	0	2.56239650286075e-06
CCNJ	-0.135803719711201	0.00546410008343693	0	0.00817010471731342
CCNJL	0.0916326489729327	0.00720892026654178	0	0.0105473146372172
CCNK	0.0386425540222753	0.101988890307593	0	0.116872529509406
CCNL1	0.167111065871051	8.98455132443273e-05	0	0.000177827666233724
CCNL2	0.0636895038415582	0.0464604615007278	0	0.0574056270782728
CCNO	-0.0279949969571743	0.311899157863858	0	0.327629439775808
CCNT2	-0.321950447055789	2.42610588605405e-12	0	1.05929973049521e-11
CCNY	-0.0830787245080895	0.00154988293742368	0	0.00255415610254098
CCNYL1	0.36590308744191	2.46992585861204e-14	37.6945349017022	1.28275418116284e-13
CCNYL2	0.0290868214923274	0.097886962705644	0	0.112601221066435
CCP110	-0.103243643013283	0.00550040253935294	0	0.00821825386036357
CCPG1	0.736722663260955	8.49418304820796e-32	0	1.57138030400541e-30
CCR1	0.623979070259412	4.99016722647941e-27	0	6.67712509376923e-26
CCR10	0.36667294104484	1.25086538318725e-15	0	7.23832496520643e-15
CCR2	0.546867580918778	3.37023218207801e-18	46.2151485446288	2.38973088874407e-17
CCR3	0.0809167040030316	0.00187912096708771	52.1613136580119	0.00305321186229718
CCR4	0.12835697426182	0.00085241096721261	0	0.00146987921755391
CCR5	0.272099986739992	4.517873082006e-08	0	1.31624740397581e-07
CCR6	0.0773974323532426	0.059044869857484	0	0.0713562691872321
CCR7	0.630046856487153	5.92786650998219e-18	0	4.12344497649629e-17
CCR8	-0.0689636430408596	0.00423271706178555	0	0.00645300630913921
CCR9	-0.0509273640062457	0.00057559944905433	0	0.00101765215277327
CCRL2	0.247063786271256	2.08906362309009e-15	0	1.18715943823806e-14
CCSAP	-0.172205462990109	0.000102192001591469	0	0.000200810233435596
CCSER1	-0.0571741411833408	0.00912130203481566	0	0.0130748569341151
CCSER2	-0.254903569997057	1.85139312290459e-14	30.2899555183213	9.72156557724311e-14
CCT3	-0.142350266049832	0.000118945977467069	0	0.000231662735727623
CCT4	0.334172850364776	0.013531064838303	0	0.0187262960552805
CCT5	0.460034044117868	0.0117883618928015	0	0.0165124257005742
CCT6A	-0.262976011404632	1.16820938705283e-25	0	1.41987821524743e-24
CCT6B	-0.360475639003288	4.13153547149521e-34	0	9.15485323087949e-33
CCT6P1	-0.28813034817824	8.58903864400513e-15	0	4.6425079419215e-14
CCT7	-0.063814965611959	0.177692825087961	0	0.193857466044369
CCT8	1.19046171818629	1.53846607976285e-05	0	3.37418685319582e-05
CCT8L2	-0.0282904280841478	0.215692308512224	0	0.231849950455006
CCZ1	0.118965980151179	0.0759371244963424	0	0.0895272837793665
CCZ1B	-0.362226616276514	6.37438004854401e-10	0	2.21787602113403e-09
CD101	0.0825549794425812	0.00761657797998686	16.6542995042007	0.0110924680682295
CD109	-0.343777609015974	9.187893946275e-15	0	4.95284049937125e-14
CD14	0.948974368829719	2.96778801460215e-43	0	1.29299498597534e-41
CD151	0.188990103091631	1.48658505601082e-05	0	3.26596037213972e-05
CD160	0.137225098062858	3.5519124414331e-08	0	1.04426804736966e-07
CD163	0.707897726586677	4.09095078891954e-28	10.9688829279631	5.91789555841323e-27
CD163L1	0.264700483254749	1.24773115452151e-14	0	6.65444317980616e-14
CD164	0.108159441231272	0.00398716706292674	0	0.00610807986359857
CD177	1.08133950628353	7.78595750446644e-25	0	8.89822531290606e-24
CD180	0.833470854401624	5.66493386617667e-39	0	1.79575416773688e-37
CD19	1.17500783469645	2.77646567065925e-62	14.0290675189765	5.62686643839111e-60
CD1A	-0.511662833797643	1.42442351852348e-30	0	2.43298551170531e-29
CD1C	-0.115211103583756	0.0042306323817795	0	0.00645091861274468
CD1D	0.134721211637358	4.0222084868804e-09	0	1.2985246908513e-08
CD1E	-0.0480116238600959	0.178173768383397	0	0.194276403115182
CD2	0.69626297634876	1.45333346027986e-31	0	2.65321615618096e-30
CD200	0.951883892628483	1.38633769446874e-63	0	3.16523708799148e-61
CD200R1	0.187411231289233	2.70973247137055e-07	0	7.25154964185618e-07
CD207	-0.597910725808613	5.57528789138161e-29	0	8.55114521231718e-28
CD209	0.310670393106339	1.16407802109952e-14	0	6.22486666663862e-14
CD22	0.267459940910106	1.87528756457896e-23	0	1.95743991911521e-22
CD226	0.112423824878299	1.52338529741321e-05	0	3.34273730041874e-05
