"specificity","sensitivity"
1,0
1,0.0833333333333333
1,0.166666666666667
1,0.25
1,0.333333333333333
1,0.416666666666667
1,0.5
0.928571428571429,0.5
0.928571428571429,0.583333333333333
0.928571428571429,0.666666666666667
0.857142857142857,0.666666666666667
0.785714285714286,0.666666666666667
0.785714285714286,0.75
0.785714285714286,0.833333333333333
0.714285714285714,0.833333333333333
0.642857142857143,0.833333333333333
0.571428571428571,0.833333333333333
0.5,0.833333333333333
0.428571428571429,0.833333333333333
0.357142857142857,0.833333333333333
0.357142857142857,0.916666666666667
0.357142857142857,1
0.285714285714286,1
0.214285714285714,1
0.142857142857143,1
0.0714285714285714,1
0,1
